deployment_id,receiver_serial_number,receiver_reference_type,receiver_reference_id,receiver_manufacturer,receiver_model
ASF-Barnaby Island-2015-VR2W-108599-2015,108599,ManmadePlatform,ASF_Barnaby Island-2015,VEMCO,VR2W
ASF-BLW Little Sevogle-2015-VR2W-108604-2015,108604,ManmadePlatform,ASF_BLW Little Sevogle-2015,VEMCO,VR2W
ASF-Casc 1-2015-VR2W-113157-2015,113157,ManmadePlatform,ASF_Casc 1-2015,VEMCO,VR2W
ASF-Cassilis-2015-VR2W-108608-2015,108608,ManmadePlatform,ASF_Cassilis-2015,VEMCO,VR2W
ASF-CB10-2015-VR2W-113171-2015,113171,ManmadePlatform,ASF_CB10-2015,VEMCO,VR2W
ASF-CB11-2015-VR2W-119975-2015,119975,ManmadePlatform,ASF_CB11-2015,VEMCO,VR2W
ASF-CB1-2015-VR2W-113161-2015,113161,ManmadePlatform,ASF_CB1-2015,VEMCO,VR2W
ASF-CB12-2015-VR2W-119976-2015,119976,ManmadePlatform,ASF_CB12-2015,VEMCO,VR2W
ASF-CB13-2015-VR2W-119977-2015,119977,ManmadePlatform,ASF_CB13-2015,VEMCO,VR2W
ASF-CB14-2015-VR2W-120000-2015,120000,ManmadePlatform,ASF_CB14-2015,VEMCO,VR2W
ASF-CB15-2015-VR2W-120002-2015,120002,ManmadePlatform,ASF_CB15-2015,VEMCO,VR2W
ASF-CB16-2015-VR2W-120003-2015,120003,ManmadePlatform,ASF_CB16-2015,VEMCO,VR2W
ASF-CB17-2015-VR2W-120004-2015,120004,ManmadePlatform,ASF_CB17-2015,VEMCO,VR2W
ASF-CB18-2015-VR2AR-545728-2015,545728,ManmadePlatform,ASF_CB18-2015,VEMCO,VR2AR
ASF-CB19-2015-VR2AR-545729-2015,545729,ManmadePlatform,ASF_CB19-2015,VEMCO,VR2AR
ASF-CB20-2015-VR2AR-545730-2015,545730,ManmadePlatform,ASF_CB20-2015,VEMCO,VR2AR
ASF-CB21-2015-VR2W-120005-2015,120005,ManmadePlatform,ASF_CB21-2015,VEMCO,VR2W
ASF-CB2-2015-VR2W-113162-2015,113162,ManmadePlatform,ASF_CB2-2015,VEMCO,VR2W
ASF-CB22-2015-VR2W-120006-2015,120006,ManmadePlatform,ASF_CB22-2015,VEMCO,VR2W
ASF-CB23-2015-VR2W-120007-2015,120007,ManmadePlatform,ASF_CB23-2015,VEMCO,VR2W
ASF-CB24-2015-VR2W-120008-2015,120008,ManmadePlatform,ASF_CB24-2015,VEMCO,VR2W
ASF-CB25-2015-VR2W-120009-2015,120009,ManmadePlatform,ASF_CB25-2015,VEMCO,VR2W
ASF-CB26-2015-VR2W-120011-2015,120011,ManmadePlatform,ASF_CB26-2015,VEMCO,VR2W
ASF-CB27-2015-VR2W-120012-2015,120012,ManmadePlatform,ASF_CB27-2015,VEMCO,VR2W
ASF-CB28-2015-VR2W-120013-2015,120013,ManmadePlatform,ASF_CB28-2015,VEMCO,VR2W
ASF-CB3-2015-VR2W-113163-2015,113163,ManmadePlatform,ASF_CB3-2015,VEMCO,VR2W
ASF-CB4-2015-VR2W-113164-2015,113164,ManmadePlatform,ASF_CB4-2015,VEMCO,VR2W
ASF-CB5-2015-VR2W-113165-2015,113165,ManmadePlatform,ASF_CB5-2015,VEMCO,VR2W
ASF-CB6-2015-VR2W-113166-2015,113166,ManmadePlatform,ASF_CB6-2015,VEMCO,VR2W
ASF-CB7-2015-VR2W-113167-2015,113167,ManmadePlatform,ASF_CB7-2015,VEMCO,VR2W
ASF-CB8-2015-VR2W-113168-2015,113168,ManmadePlatform,ASF_CB8-2015,VEMCO,VR2W
ASF-CB9-2015-VR2W-113170-2015,113170,ManmadePlatform,ASF_CB9-2015,VEMCO,VR2W
ASF-Chatham-2015-VR2W-108595-2015,108595,ManmadePlatform,ASF_Chatham-2015,VEMCO,VR2W
ASF-DAL 1-2015-VR2W-111250-2015,111250,ManmadePlatform,ASF_DAL 1-2015,VEMCO,VR2W
ASF-DAL 2-2015-VR2AR-545731-2015,545731,ManmadePlatform,ASF_DAL 2-2015,VEMCO,VR2AR
ASF-DAL 2-2015-VR2W-108614-2015,108614,ManmadePlatform,ASF_DAL 2-2015,VEMCO,VR2W
ASF-DAL 3-2015-VR2AR-545732-2015,545732,ManmadePlatform,ASF_DAL 3-2015,VEMCO,VR2AR
ASF-DAL 3-2015-VR2W-104568-2015,104568,ManmadePlatform,ASF_DAL 3-2015,VEMCO,VR2W
ASF-DALJ 1-2015-VR2W-108612-2015,108612,ManmadePlatform,ASF_DALJ 1-2015,VEMCO,VR2W
ASF-DALJ 2-2015-VR2W-108613-2015,108613,ManmadePlatform,ASF_DALJ 2-2015,VEMCO,VR2W
ASF-Eel Ground-2015-VR2W-108605-2015,108605,ManmadePlatform,ASF_Eel Ground-2015,VEMCO,VR2W
ASF-Enclosure-2015-VR2W-108598-2015,108598,ManmadePlatform,ASF_Enclosure-2015,VEMCO,VR2W
ASF-French Fort Cove-2015-VR2W-108596-2015,108596,ManmadePlatform,ASF_French Fort Cove-2015,VEMCO,VR2W
ASF-Hacketts Beach-2015-VR2W-108606-2015,108606,ManmadePlatform,ASF_Hacketts Beach-2015,VEMCO,VR2W
ASF-Huckleberry 1-2015-VR2W-105399-2015,105399,ManmadePlatform,ASF_Huckleberry 1-2015,VEMCO,VR2W
ASF-Huckleberry 2-2015-VR2W-105400-2015,105400,ManmadePlatform,ASF_Huckleberry 2-2015,VEMCO,VR2W
ASF-Johnson Bridge-2015-VR2W-103135-2015,103135,ManmadePlatform,ASF_Johnson Bridge-2015,VEMCO,VR2W
ASF-Kingston Lane-2015-VR2W-108603-2015,108603,ManmadePlatform,ASF_Kingston Lane-2015,VEMCO,VR2W
ASF-Loggieville-2015-VR2W-108593-2015,108593,ManmadePlatform,ASF_Loggieville-2015,VEMCO,VR2W
ASF-Mann Mountain Settlement-2015-VR2W-113153-2015,113153,ManmadePlatform,ASF_Mann Mountain Settlement-2015,VEMCO,VR2W
ASF-Mann Mountain Settlement-2015-VR2W-113155-2015,113155,ManmadePlatform,ASF_Mann Mountain Settlement-2015,VEMCO,VR2W
ASF-Middle Island-2015-VR2W-108594-2015,108594,ManmadePlatform,ASF_Middle Island-2015,VEMCO,VR2W
ASF-Millerton-2015-VR2W-108600-2015,108600,ManmadePlatform,ASF_Millerton-2015,VEMCO,VR2W
ASF-Millstream-2015-VR2W-108607-2015,108607,ManmadePlatform,ASF_Millstream-2015,VEMCO,VR2W
ASF-Neguac 2-2015-VR2W-108591-2015,108591,ManmadePlatform,ASF_Neguac 2-2015,VEMCO,VR2W
ASF-Neguac 3-2015-VR2W-108592-2015,108592,ManmadePlatform,ASF_Neguac 3-2015,VEMCO,VR2W
ASF-Nelson-2015-VR2W-108597-2015,108597,ManmadePlatform,ASF_Nelson-2015,VEMCO,VR2W
ASF-N. Portage 1-2015-VR2W-106195-2015,106195,ManmadePlatform,ASF_N. Portage 1-2015,VEMCO,VR2W
ASF-N. Portage 2-2015-VR2W-106609-2015,106609,ManmadePlatform,ASF_N. Portage 2-2015,VEMCO,VR2W
ASF-N. Portage 3-2015-VR2W-108590-2015,108590,ManmadePlatform,ASF_N. Portage 3-2015,VEMCO,VR2W
ASF-Parks Landing-2015-VR2W-108609-2015,108609,ManmadePlatform,ASF_Parks Landing-2015,VEMCO,VR2W
ASF-Quarryville-2015-VR2W-108602-2015,108602,ManmadePlatform,ASF_Quarryville-2015,VEMCO,VR2W
ASF-Red Bank-2015-VR2W-108610-2015,108610,ManmadePlatform,ASF_Red Bank-2015,VEMCO,VR2W
ASF-REST 4-2015-VR2W-109395-2015,109395,ManmadePlatform,ASF_REST 4-2015,VEMCO,VR2W
ASF-REST 5-2015-VR2W-109396-2015,109396,ManmadePlatform,ASF_REST 5-2015,VEMCO,VR2W
ASF-REST 6-2015-VR2W-109524-2015,109524,ManmadePlatform,ASF_REST 6-2015,VEMCO,VR2W
ASF-SOBI 10-2015-VR2W-104381-2015,104381,ManmadePlatform,ASF_SOBI 10-2015,VEMCO,VR2W
ASF-SOBI 11-2015-VR2W-120026-2015,120026,ManmadePlatform,ASF_SOBI 11-2015,VEMCO,VR2W
ASF-SOBI 1-2015-VR2W-120023-2015,120023,ManmadePlatform,ASF_SOBI 1-2015,VEMCO,VR2W
ASF-SOBI 12-2015-VR2W-104383-2015,104383,ManmadePlatform,ASF_SOBI 12-2015,VEMCO,VR2W
ASF-SOBI 13-2015-VR2W-105268-2015,105268,ManmadePlatform,ASF_SOBI 13-2015,VEMCO,VR2W
ASF-SOBI 14-2015-VR2W-105269-2015,105269,ManmadePlatform,ASF_SOBI 14-2015,VEMCO,VR2W
ASF-SOBI 15-2015-VR2W-105270-2015,105270,ManmadePlatform,ASF_SOBI 15-2015,VEMCO,VR2W
ASF-SOBI 16-2015-VR2W-105271-2015,105271,ManmadePlatform,ASF_SOBI 16-2015,VEMCO,VR2W
ASF-SOBI 17-2015-VR2W-120019-2015,120019,ManmadePlatform,ASF_SOBI 17-2015,VEMCO,VR2W
ASF-SOBI 18-2015-VR2W-120029-2015,120029,ManmadePlatform,ASF_SOBI 18-2015,VEMCO,VR2W
ASF-SOBI 19-2015-VR2W-120031-2015,120031,ManmadePlatform,ASF_SOBI 19-2015,VEMCO,VR2W
ASF-SOBI 20-2015-VR2W-105275-2015,105275,ManmadePlatform,ASF_SOBI 20-2015,VEMCO,VR2W
ASF-SOBI 2-2015-VR2W-100703-2015,100703,ManmadePlatform,ASF_SOBI 2-2015,VEMCO,VR2W
ASF-SOBI 23-2015-VR2W-124880-2015,124880,ManmadePlatform,ASF_SOBI 23-2015,VEMCO,VR2W
ASF-SOBI 25-2015-VR2W-105277-2015,105277,ManmadePlatform,ASF_SOBI 25-2015,VEMCO,VR2W
ASF-SOBI 26-2015-VR2W-100702-2015,100702,ManmadePlatform,ASF_SOBI 26-2015,VEMCO,VR2W
ASF-SOBI 3-2015-VR2W-100708-2015,100708,ManmadePlatform,ASF_SOBI 3-2015,VEMCO,VR2W
ASF-SOBI 4-2015-VR2W-109520-2015,109520,ManmadePlatform,ASF_SOBI 4-2015,VEMCO,VR2W
ASF-SOBI 5-2015-VR2W-101319-2015,101319,ManmadePlatform,ASF_SOBI 5-2015,VEMCO,VR2W
ASF-SOBI 6-2015-VR2W-101928-2015,101928,ManmadePlatform,ASF_SOBI 6-2015,VEMCO,VR2W
ASF-SOBI 7-2015-VR2W-103116-2015,103116,ManmadePlatform,ASF_SOBI 7-2015,VEMCO,VR2W
ASF-SOBI 8-2015-VR2W-120025-2015,120025,ManmadePlatform,ASF_SOBI 8-2015,VEMCO,VR2W
ASF-SOBI 9-2015-VR2W-103118-2015,103118,ManmadePlatform,ASF_SOBI 9-2015,VEMCO,VR2W
ASF-SOBI N 10-2015-VR2W-126912-2015,126912,ManmadePlatform,ASF_SOBI N 10-2015,VEMCO,VR2W
ASF-SOBI N 11-2015-VR2W-126913-2015,126913,ManmadePlatform,ASF_SOBI N 11-2015,VEMCO,VR2W
ASF-SOBI N 1-2015-VR2W-120014-2015,120014,ManmadePlatform,ASF_SOBI N 1-2015,VEMCO,VR2W
ASF-SOBI N 12-2015-VR2W-126914-2015,126914,ManmadePlatform,ASF_SOBI N 12-2015,VEMCO,VR2W
ASF-SOBI N 13-2015-VR2W-126915-2015,126915,ManmadePlatform,ASF_SOBI N 13-2015,VEMCO,VR2W
ASF-SOBI N 14-2015-VR2W-126916-2015,126916,ManmadePlatform,ASF_SOBI N 14-2015,VEMCO,VR2W
ASF-SOBI N 15-2015-VR2W-126917-2015,126917,ManmadePlatform,ASF_SOBI N 15-2015,VEMCO,VR2W
ASF-SOBI N 16-2015-VR2W-126918-2015,126918,ManmadePlatform,ASF_SOBI N 16-2015,VEMCO,VR2W
ASF-SOBI N 17-2015-VR2W-126919-2015,126919,ManmadePlatform,ASF_SOBI N 17-2015,VEMCO,VR2W
ASF-SOBI N 18-2015-VR2W-126920-2015,126920,ManmadePlatform,ASF_SOBI N 18-2015,VEMCO,VR2W
ASF-SOBI N 19-2015-VR2W-126921-2015,126921,ManmadePlatform,ASF_SOBI N 19-2015,VEMCO,VR2W
ASF-SOBI N 20-2015-VR2W-126922-2015,126922,ManmadePlatform,ASF_SOBI N 20-2015,VEMCO,VR2W
ASF-SOBI N 21-2015-VR2W-126923-2015,126923,ManmadePlatform,ASF_SOBI N 21-2015,VEMCO,VR2W
ASF-SOBI N 2-2015-VR2W-120015-2015,120015,ManmadePlatform,ASF_SOBI N 2-2015,VEMCO,VR2W
ASF-SOBI N 22-2015-VR2W-126924-2015,126924,ManmadePlatform,ASF_SOBI N 22-2015,VEMCO,VR2W
ASF-SOBI N 23-2015-VR2W-126925-2015,126925,ManmadePlatform,ASF_SOBI N 23-2015,VEMCO,VR2W
ASF-SOBI N 24-2015-VR2W-126926-2015,126926,ManmadePlatform,ASF_SOBI N 24-2015,VEMCO,VR2W
ASF-SOBI N 25-2015-VR2W-126927-2015,126927,ManmadePlatform,ASF_SOBI N 25-2015,VEMCO,VR2W
ASF-SOBI N 26-2015-VR2W-127004-2015,127004,ManmadePlatform,ASF_SOBI N 26-2015,VEMCO,VR2W
ASF-SOBI N 27-2015-VR2W-127005-2015,127005,ManmadePlatform,ASF_SOBI N 27-2015,VEMCO,VR2W
ASF-SOBI N 28-2015-VR2W-127006-2015,127006,ManmadePlatform,ASF_SOBI N 28-2015,VEMCO,VR2W
ASF-SOBI N 3-2015-VR2W-120016-2015,120016,ManmadePlatform,ASF_SOBI N 3-2015,VEMCO,VR2W
CPCP004-VR2W-102299-3,102299,ManmadePlatform,SAF_SAF-CP004,VEMCO,VR2W
ASF-SOBI N 4-2015-VR2W-120017-2015,120017,ManmadePlatform,ASF_SOBI N 4-2015,VEMCO,VR2W
ASF-SOBI N 5-2015-VR2W-120020-2015,120020,ManmadePlatform,ASF_SOBI N 5-2015,VEMCO,VR2W
ASF-SOBI N 6-2015-VR2W-120021-2015,120021,ManmadePlatform,ASF_SOBI N 6-2015,VEMCO,VR2W
ASF-SOBI N 7-2015-VR2W-120022-2015,120022,ManmadePlatform,ASF_SOBI N 7-2015,VEMCO,VR2W
ASF-SOBI N 8-2015-VR2W-120024-2015,120024,ManmadePlatform,ASF_SOBI N 8-2015,VEMCO,VR2W
ASF-SOBI N 9-2015-VR2W-126911-2015,126911,ManmadePlatform,ASF_SOBI N 9-2015,VEMCO,VR2W
ASF-S. Portage 11-2015-VR2W-108611-2015,108611,ManmadePlatform,ASF_S. Portage 11-2015,VEMCO,VR2W
ASF-S. Portage 1-2015-VR2W-105401-2015,105401,ManmadePlatform,ASF_S. Portage 1-2015,VEMCO,VR2W
ASF-S. Portage 2-2015-VR2W-105402-2015,105402,ManmadePlatform,ASF_S. Portage 2-2015,VEMCO,VR2W
ASF-S. Portage 3-2015-VR2W-105403-2015,105403,ManmadePlatform,ASF_S. Portage 3-2015,VEMCO,VR2W
ASF-SW Mir 1-2015-VR2W-100021-2015,100021,ManmadePlatform,ASF_SW Mir 1-2015,VEMCO,VR2W
ASF-SW Mir 2-2015-VR2W-100037-2015,100037,ManmadePlatform,ASF_SW Mir 2-2015,VEMCO,VR2W
ASF-SW Mir 3 Black Brook-2015-VR2W-103140-2015,103140,ManmadePlatform,ASF_SW Mir 3 Black Brook-2015,VEMCO,VR2W
MFFP-Casc 2-2015-VR2W-113158-2015,113158,ManmadePlatform,ASF_Casc 2-2015,VEMCO,VR2W
ASF-MM2-VR2W-113155-2017-05-30T18,113155,ManmadePlatform,ASF_MM2,VEMCO,VR2W
ASF-Barnaby Isl.-VR2W-108599-2017-04-25T19,108599,ManmadePlatform,ASF_Barnaby Isl.,VEMCO,VR2W
ASF-Casc 1-VR2W-113157-2017-05-29T14,113157,ManmadePlatform,ASF_Casc 1,VEMCO,VR2W
ASF-Casc 2-VR2W-113158-2017-05-29T14,113158,ManmadePlatform,ASF_Casc 2,VEMCO,VR2W
ASF-Cassilis 105-VR2W-180-301749-2017-05-16T15,301749,ManmadePlatform,ASF_Cassilis 105,VEMCO,VR2W-180
ASF-Cassilis 215-VR2W-180-300742-2017-05-11T22,300742,ManmadePlatform,ASF_Cassilis 215,VEMCO,VR2W-180
ASF-Cassilis-VR2TX-481146-2017-04-25T19,481146,ManmadePlatform,ASF_Cassilis,VEMCO,VR2TX
ASF-Cassilis-VR2TX-481147-2017-05-16T15,481147,ManmadePlatform,ASF_Cassilis,VEMCO,VR2TX
ASF-Cassilis-VR2W-180-300741-2017-05-16T15,300741,ManmadePlatform,ASF_Cassilis,VEMCO,VR2W-180
ASF-CB10-VR2W-113171-2017-05-22T17,113171,ManmadePlatform,ASF_ASF-CB10,VEMCO,VR2W
ASF-CB11-VR2W-119975-2017-05-22T17,119975,ManmadePlatform,ASF_ASF-CB11,VEMCO,VR2W
ASF-CB12-VR2W-119976-2017-05-22T17,119976,ManmadePlatform,ASF_ASF-CB12,VEMCO,VR2W
ASF-CB13-VR2W-119977-2017-05-22T17,119977,ManmadePlatform,ASF_ASF-CB13,VEMCO,VR2W
ASF-CB14-VR2AR-546502-2017-05-22T17,546502,ManmadePlatform,ASF_ASF-CB14,VEMCO,VR2AR
ASF-CB15-VR2AR-546503-2017-05-22T17,546503,ManmadePlatform,ASF_ASF-CB15,VEMCO,VR2AR
ASF-CB16-VR2AR-546504-2017-05-22T17,546504,ManmadePlatform,ASF_ASF-CB16,VEMCO,VR2AR
ASF-CB17-VR2AR-546505-2017-05-22T17,546505,ManmadePlatform,ASF_ASF-CB17,VEMCO,VR2AR
ASF-CB18-VR2AR-545728-2017-05-22T17,545728,ManmadePlatform,ASF_ASF-CB18,VEMCO,VR2AR
ASF-CB19-VR2AR-545729-2017-05-22T17,545729,ManmadePlatform,ASF_ASF-CB19,VEMCO,VR2AR
ASF-CB1-VR2W-120000-2017-05-22T17,120000,ManmadePlatform,ASF_ASF-CB1,VEMCO,VR2W
ASF-CB20-VR2AR-545730-2017-05-22T18,545730,ManmadePlatform,ASF_ASF-CB20,VEMCO,VR2AR
ASF-CB21-VR2AR-546506-2017-05-22T18,546506,ManmadePlatform,ASF_ASF-CB21,VEMCO,VR2AR
ASF-CB22-VR2AR-546507-2017-05-22T18,546507,ManmadePlatform,ASF_ASF-CB22,VEMCO,VR2AR
ASF-CB23-VR2AR-546508-2017-05-22T18,546508,ManmadePlatform,ASF_ASF-CB23,VEMCO,VR2AR
ASF-CB24-VR2W-120008-2017-05-22T18,120008,ManmadePlatform,ASF_ASF-CB24,VEMCO,VR2W
ASF-CB25-VR2W-120009-2017-05-22T18,120009,ManmadePlatform,ASF_ASF-CB25,VEMCO,VR2W
ASF-CB26-VR2W-120011-2017-05-22T18,120011,ManmadePlatform,ASF_ASF-CB26,VEMCO,VR2W
ASF-CB27-VR2W-120012-2017-05-22T18,120012,ManmadePlatform,ASF_ASF-CB27,VEMCO,VR2W
ASF-CB28-VR2W-120003-2017-05-22T18,120003,ManmadePlatform,ASF_ASF-CB28,VEMCO,VR2W
ASF-CB29-VR2W-120004-2017-05-22T18,120004,ManmadePlatform,ASF_ASF-CB29,VEMCO,VR2W
ASF-CB2-VR2W-113162-2017-05-22T17,113162,ManmadePlatform,ASF_ASF-CB2,VEMCO,VR2W
ASF-CB3-VR2W-113163-2017-05-22T17,113163,ManmadePlatform,ASF_ASF-CB3,VEMCO,VR2W
ASF-CB4-VR2W-120002-2017-05-22T17,120002,ManmadePlatform,ASF_ASF-CB4,VEMCO,VR2W
ASF-CB5-VR2W-113165-2017-05-22T17,113165,ManmadePlatform,ASF_ASF-CB5,VEMCO,VR2W
ASF-CB6-VR2W-113166-2017-05-22T17,113166,ManmadePlatform,ASF_ASF-CB6,VEMCO,VR2W
ASF-CB7-VR2W-113167-2017-05-22T17,113167,ManmadePlatform,ASF_ASF-CB7,VEMCO,VR2W
ASF-CB8-VR2W-113168-2017-05-22T17,113168,ManmadePlatform,ASF_ASF-CB8,VEMCO,VR2W
ASF-CB9-VR2W-113170-2017-05-22T17,113170,ManmadePlatform,ASF_ASF-CB9,VEMCO,VR2W
ASF-Chatham 200-VR2W-180-301746-2017-05-11T17,301746,ManmadePlatform,ASF_Chatham 200,VEMCO,VR2W-180
ASF-Chatham 275-VR2W-180-301039-2017-05-16T18,301039,ManmadePlatform,ASF_Chatham 275,VEMCO,VR2W-180
ASF-Chatham 450-VR2W-180-301121-2017-05-16T18,301121,ManmadePlatform,ASF_Chatham 450,VEMCO,VR2W-180
ASF-Chatham 550-VR2W-180-300738-2017-05-11T15,300738,ManmadePlatform,ASF_Chatham 550,VEMCO,VR2W-180
ASF-Chatham-VR2W-124877-2017-04-25T15,124877,ManmadePlatform,ASF_Chatham,VEMCO,VR2W
ASF-Chatham-VR2W-180-300973-2017-05-11T16,300973,ManmadePlatform,ASF_Chatham,VEMCO,VR2W-180
ASF-Dal1-VR2W-111250-2017-05-12T12,111250,ManmadePlatform,ASF_Dal1,VEMCO,VR2W
ASF-Dal2-VR2AR-545731-2017-05-12T13,545731,ManmadePlatform,ASF_Dal2,VEMCO,VR2AR
ASF-Dal3-VR2AR-545732-2017-05-12T13,545732,ManmadePlatform,ASF_Dal3,VEMCO,VR2AR
ASF-Eel Ground-VR2W-108605-2017-04-25T19,108605,ManmadePlatform,ASF_ASF-Eel Ground,VEMCO,VR2W
ASF-Enclosure-VR2W-108598-2017-04-25T17,108598,ManmadePlatform,ASF_ASF-Enclosure,VEMCO,VR2W
ASF-French Fort Cove-VR2W-124893-2017-04-25T15,124893,ManmadePlatform,ASF_French Fort Cove,VEMCO,VR2W
ASF-Hackett's Beach 100-VR2W-180-300736-2017-05-11T23,300736,ManmadePlatform,ASF_Hackett's Beach 100,VEMCO,VR2W-180
ASF-Hackett's Beach 345-VR2W-105400-2017-05-16T16,105400,ManmadePlatform,ASF_Hackett's Beach 345,VEMCO,VR2W
ASF-Hackett's Beach 345-VR2W-108606-2017-04-25T19,108606,ManmadePlatform,ASF_Hackett's Beach 345,VEMCO,VR2W
ASF-Hackett's Beach 345-VR2W-180-300739-2017-05-16T16,300739,ManmadePlatform,ASF_Hackett's Beach 345,VEMCO,VR2W-180
ASF-Hackett's Beach-VR2W-180-301119-2017-05-16T16,301119,ManmadePlatform,ASF_Hackett's Beach,VEMCO,VR2W-180
ASF-Huckleberry 1-VR2W-105399-2017-05-04T19,105399,ManmadePlatform,ASF_Huckleberry 1,VEMCO,VR2W
ASF-Huckleberry 2-VR2W-124889-2017-05-04T19,124889,ManmadePlatform,ASF_ASF-Huckleberry 2,VEMCO,VR2W
ASF-L'Anse L'Amour 1-VR2W-109525-2017-07-09T09,109525,ManmadePlatform,ASF_L'Anse L'Amour 1,VEMCO,VR2W
ASF-L'Anse L'Amour 2-VR2W-126635-2017-07-09T09,126635,ManmadePlatform,ASF_L'Anse L'Amour 2,VEMCO,VR2W
ASF-LG1-VR2W-120005-2017-05-30T15,120005,ManmadePlatform,ASF_LG1,VEMCO,VR2W
ASF-Loggieville 135-VR2W-180-301748-2017-05-11T21,301748,ManmadePlatform,ASF_Loggieville 135,VEMCO,VR2W-180
