registry_id,coop_name,incorporation_year,address,city,province,postal_code,non_profit_and_profit,type
3057952,ABC HOUSING CO-OPERATIVE LIMITED,29-Jun-01,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
3073275,ACADIA CINEMA COOPERATIVE LTD.,16-Dec-02,450 MAIN STREET,wolfville,NS,B4P 1E2,N,SERVICES
1459758,ALBRO COURT HOUSING CO-OPERATIVE LIMITED,11-Feb-82,2 CEDAR COURT,dartmouth,NS,B3A 2K2,N,HOUSING
3052710,ALDERBERRY VILLAGE CRAFT CO-OPERATIVE LIMITED,18-Jan-01,57 Inglis Place,truro,NS,B2N 4B5,P,WORKER LABOUR
3232669,ART 1274 HOLLIS CO-OPERATIVE LIMITED,6-Nov-08,1274 Hollis Street,halifax,NS,B3J 1T6,N,CRAFT PRODUCTS
2484748,ATLANTIC CO-OPERATIVE CED INSTITUTE LTD.,2-Aug-95,PO BOX 1872,truro,NS,B2N 6C7,N,SERVICES
1350942,ATLANTIC FILMMAKERS CO-OPERATIVE LIMITED,5-Jun-74,"P.O. BOX 2043, STN.  M",halifax,NS,B3J 2Z1,N,SERVICES
1451701,ATLANTIC HOUSING CO-OPERATIVE LIMITED,24-Dec-81,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
1798935,ATLANTIS HOUSING CO-OPERATIVE LIMITED,6-Jul-87,"143 RYLAND AVENUE, UNIT 24",truro,NS,B2N 6L4,N,HOUSING
1354477,BLACK ROSE CO-OPERATIVE LIMITED,15-Sep-77,2044 KLINE STREET,halifax,NS,B3L 2X3,N,HOUSING
3342906,BLACK WELLNESS CO-OPERATIVE OF NOVA SCOTIA LTD.,3-Sep-20,36 DUKE STREET,bedford,NS,B4A 2Z5,N,SERVICES
3327891,BOOMER HAVEN CO-OP LTD.,23-May-19,210 LYMAN STREET,truro,NS,B2N 4S6,N,SERVICES
3268827,CARBON ARC CINEMA COOPERATIVE LTD.,2-Jan-13,2443 AGRICOLA ST.,halifax,NS,B3K 4C1,N,SERVICES
1717278,CHIGNECTO HOUSING CO-OPERATIVE LIMITED,15-Jul-86,PO BOX 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
2265467,CITY MARKET OF halifax CO-OPERATIVE LTD.,4-May-93,1209 Marginal Road,halifax,NS,B3H 4P8,P,AGRICULTURE
3261409,CMEC ALUMNI & STUDENT CO-OP LTD.,1-Mar-12,"Saint Mary's University, 
923 Robie Street",halifax,NS,B3H 3C3,N,SERVICES
1351121,COLCHESTER CO-OPERATIVE SERVICES LIMITED,27-Jul-56,339 WILLOW ST,truro,NS,B2N 5A6,P,RETAIL CONSUMER PRODUCTS
3343923,COLCHESTER EMERGENCY PHYSICIANS CO-OPERATIVE LIMITED,18-Dec-20,600 ABENAKI ROAD,truro,NS,B2N 5A1,N,WORKER LABOUR
3012648,COLCHESTER TRANSPORTATION COOPERATIVE LTD.,6-Oct-97,"14 Court Street, Suite 103",truro,NS,B2N 3H7,N,SERVICES
3339079,COMMUNITY IMPACT INVESTMENT CO-OPERATIVE LIMITED,6-May-20,PO BOX 1872,truro,NS,B2N 6C7,N,INVESTMENT
3336470,COMPASS NOVA SCOTIA CO-OPERATIVE HOMES LTD.,31-Mar-20,207- 59 INGLIS PLACE,truro,NS,B2N 4B4,N,HOUSING
3217793,CONNECTING PEOPLE FOR HEALTH CO-OPERATIVE LIMITED,25-Apr-07,PO Box 1872,truro,NS,B2N 6C7,P,SERVICES
3075199,COOPÃ‰RATIVE RADIO-halifax-MÃ‰TRO LIMITÃ‰E,22-Jan-03,600-46 PORTLAND STREET,dartmouth,NS,B8X 0A3,N,SERVICES
1386350,CRANBERRY LAKE HOUSING CO-OPERATIVE LIMITED,14-Jul-82,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
3311253,CT PURCHASING CO-OPERATIVE LIMITED,19-Sep-17,PO BOX 997,halifax,NS,B3J 2X2,P,AGRICULTURE
3083726,DEEP ROOTS MUSIC CO-OPERATIVE LIMITED,19-Nov-03,466A Main Street,wolfville,NS,B4P 1E2,N,WORKER LABOUR
1876619,DUNBRACK HOUSING CO-OPERATIVE LIMITED,2-Sep-88,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
3094888,EDUNOVA CO-OPERATIVE LIMITED,26-Oct-04,300-1533 BARRINGTON STREET,halifax,NS,B3J 1Z4,N,WORKER LABOUR
1737176,EVANGELINE COURTS HOUSING CO-OPERATIVE LIMITED,20-Oct-86,41 B Evangeline Court,wolfville,NS,B4P 2B4,N,HOUSING
1386318,FAIRWEST HOUSING CO-OPERATIVE LIMITED,11-Mar-82,PO Box 25081,halifax,NS,B3M 4H4,N,HOUSING
1418228,FALLOUT HOUSING CO-OPERATIVE LIMITED,6-May-82,6193 LAWRENCE ST.,halifax,NS,B3L 1J7,N,HOUSING
3085677,FARMERS' MARKETS OF NOVA SCOTIA COOPERATIVE LTD.,13-Jan-04,9 CHESTNUT LANE,dartmouth,NS,B2Y 3X1,N,AGRICULTURE
1555901,FLIP FLOP HOUSING CO-OPERATIVE LIMITED,22-Jun-84,"c/o Pathways Housing,
PO Box 152 DMPS",dartmouth,NS,B2Y 3Y3,N,HOUSING
1540556,FRESH START HOUSING CO-OPERATIVE LIMITED,14-Dec-83,"COMMUNITY HOUSING MANAGEMENT NETWORK
207-59 INGLIS PLACE",truro,NS,B2N 4B5,N,HOUSING
3342945,GALE FORCE THEATRE CO-OPERATIVE LTD.,24-Nov-20,5525 BLACK ST.,halifax,NS,B3K 1P7,N,SERVICES
3258610,GETTING TO KNOW CANCER COOPERATIVE LTD.,14-Nov-11,Room 229A Forrester Hall           36 Arthur Street,truro,NS,B2N 1X5,N,SERVICES
1494451,GIMMIE SHELTER CONTINUING HOUSING CO-OPERATIVE LIMITED,21-Mar-83,"c/o COMMUNITY HOUSING MANAGEMENT NETWORK
207 - 59 INGLIS PLACE",truro,NS,B2N 4B5,N,HOUSING
3318376,GLITTER BEAN CAFE CO-OPERATIVE LTD.,24-May-18,5896 SPRING GARDEN ROAD,halifax,NS,B3H 3B8,P,WORKER LABOUR
3059460,GRAINERY FOOD CO-OPERATIVE LTD.,13-Aug-01,2385 Agricola Street,halifax,NS,B3K 4B8,N,RETAIL CONSUMER PRODUCTS
1827279,GREEN STEM CO-OPERATIVE LIMITED,31-Aug-88,BOX 8714 STN.  A,halifax,NS,B3K 5M4,N,HOUSING
3079828,GUNG HO! EMPLOYMENT CO-OPERATIVE LIMITED,2-Jul-03,1221 Barrington Street,halifax,NS,B3J 1Y2,N,SERVICES
3247342,halifax BREWERY FARMERS' MARKET CO-OP LTD.,9-Jul-10,312 - 1496 Lower Water Street,halifax,NS,B3J 1R9,N,AGRICULTURE
3085936,halifax CHEER ELITE CO-OPERATIVE LIMITED,27-Jan-04,32 Birkdale Crescent,halifax,NS,B3M 1H5,N,WORKER LABOUR
3235541,halifax CIRCUS CO-OPERATIVE LTD.,23-Mar-09,P.O. BOX 29112,halifax,NS,B3L 4T8,N,WORKER LABOUR
3265337,halifax MUSIC CO-OPERATIVE LIMITED,27-Jul-12,P.O. BOX 997,halifax,NS,B3J 2X2,N,SERVICES
1354520,halifax PENINSULA HOUSING CO-OPERATIVE LIMITED,4-May-79,PO BOX 31264,halifax,NS,B3K 5Y5,N,HOUSING
1435396,halifax WOMEN'S HOUSING CO-OPERATIVE LIMITED,9-Nov-81,PO BOX 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
3100157,HEALTH INFORMATICS CANADA RESEARCH LABORATORY (HICRELA) CO-OPERATIVE LIMITED,13-Apr-05,APT. 217 - 1326 LOWER WATER STREET,halifax,NS,B3J 3R3,N,SERVICES
3222622,HEALTHWISE HOLDINGS CO-OPERATIVE LIMITED,26-Sep-07,PO Box 1872,truro,NS,B2N 6C7,P,INVESTMENT
3102658,HEALTHY MINDS NETWORK CO-OPERATIVE LIMITED,13-Jun-05,"45 Alderney Drive
Suite 200",dartmouth,NS,B2Y 2N6,N,SERVICES
3287240,HERMES ART GALLERY CO-OPERATIVE LIMITED,20-Feb-15,"5682 North Street, #101",halifax,NS,B3K 1N4,N,CRAFT PRODUCTS
1351872,HIGH HOPES HOUSING CO-OPERATIVE LIMITED,7-Oct-80,"PO BOX 3307, QUINPOOL RPO",halifax,NS,B3L 4T6,N,HOUSING
1780845,HIGHFIELD PARK HOUSING CO-OPERATIVE LIMITED,30-Apr-87,43K Joseph Young Street,dartmouth,NS,B3A 4S7,N,HOUSING
3270137,HOME HEIRLOOMS CO-OPERATIVE LIMITED,18-Feb-13,2840 WINDSOR ST.,halifax,NS,B3K 5E6,N,SERVICES
1569442,HUBTOWN HOUSING CO-OPERATIVE LIMITED,6-Apr-84,BOX 25048,truro,NS,B2N 7B8,N,HOUSING
3080046,INVESTING IN NOVA SCOTIA ENTERPRISES CO-OPERATIVE LIMITED,14-Jul-03,Box 1872,truro,NS,B2N 6C7,N,INVESTMENT
1727308,JOHN HUGH MACKENZIE HOUSING CO-OPERATIVE LIMITED,24-Jul-86,102-5293 Green Street,halifax,NS,B3H 1N6,N,HOUSING
1433232,KABUKI HOUSING CO-OPERATIVE LIMITED,13-Apr-82,2473 AGRICOLA ST.,halifax,NS,B3K 4C3,N,HOUSING
3252167,KAZAN CO-OP LTD.,18-Feb-11,1772 Oxford Street,halifax,NS,B3H 3Z6,N,SERVICES
3318648,KICK AT THE DARK THEATRE CO-OPERATIVE LIMITED,18-Jun-18,209-1 RICHMOND STREET,dartmouth,NS,B3A 4R1,N,SERVICES
3167235,KING'S BOOKSTORE CO-OPERATIVE LIMITED,8-Aug-06,6350 Coburg Road,halifax,NS,B3H 2A1,P,RETAIL CONSUMER PRODUCTS
1360598,LAMPLIGHT HOUSING CO-OPERATIVE LIMITED,9-May-80,"PO Box 844, Station M",halifax,NS,B3J 2V2,N,HOUSING
1925502,LANDVIEW HOUSING CO-OPERATIVE LIMITED,15-Dec-89,C/O COMMUNITY HOUSING MANAGEMENT NETWORK: 207-59 INGLIS PLACE,truro,NS,B2N 4B5,N,HOUSING
3321514,LIFE. SCHOOL. HOUSE CO-OPERATIVE LIMITED,9-Oct-18,315 PORTLAND ST,dartmouth,NS,B2Y 1K3,N,SERVICES
1812768,LONGHOUSE HOUSING CO-OPERATIVE LIMITED,7-Oct-87,"PO Box 152, DMPS",dartmouth,NS,B2Y 3Y3,N,HOUSING
1592477,LOYALIST HOUSING CO-OPERATIVE LIMITED,20-Aug-84,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
1389302,MARIA'S HOUSING CO-OPERATIVE LIMITED,30-Apr-82,PO BOX 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
1695123,MCINTOSH RUN HOUSING CO-OPERATIVE LIMITED,7-Jul-86,"c/o Pathways Housing Services, 
PO Box 152 DMPS",dartmouth,NS,B2Y 3Y3,N,HOUSING
3267523,NEEDHAM HOUSING CO-OPERATIVE LIMITED,7-Nov-12,C/O COMMUNITY HOUSING MANAGEMENT NETWORK: 207-59 INGLIS PLACE,truro,NS,B2N 4B5,N,HOUSING
3299778,NEUROQUALIA CO-OPERATIVE LTD.,8-Jun-16,"ROOM 229A, FORRESTER HALL, 36 ARTHUR ST",truro,NS,B2N 1X5,N,SERVICES
3217679,NEW ARMDALE WESTSIDE HOUSING CO-OPERATIVE LIMITED,16-May-07,PO BOX 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
1443682,NEWFIE HOUSING CO-OPERATIVE LIMITED,26-Oct-81,"c/o Community Housing Management Network
207 - 59 Inglis Place",truro,NS,B2N 4B5,N,HOUSING
3295767,NORTH STAR YACHT CLUB CO-OPERATIVE LTD.,3-Feb-16,2858 PURCELLS COVE ROAD,halifax,NS,B3V 1G3,N,SERVICES
1354673,NORTH WEST ARM HOUSING CO-OPERATIVE LIMITED,4-Nov-80,4 Dekker Street,halifax,NS,B3R 1M4,N,HOUSING
1352215,NOVA SCOTIA ANIMAL BREEDER'S CO-OPERATIVE LTD.,12-May-45,4060 Route 236,truro,NS,B6L 1J9,P,RETAIL CONSUMER PRODUCTS
3291314,NOVA SCOTIA CO-OPERATIVE COUNCIL LIMITED,14-Jul-15,PO Box 1872,truro,NS,B2N 6C7,N,SERVICES
3230729,NOVA SCOTIA FARMERS' MARKET DEVELOPMENT COOPERATIVE LTD.,29-Aug-08,25 Highland Drive,truro,NS,B2N 1B8,N,INVESTMENT
3339122,NOVALEA FARMERS' MARKET CO-OPERATIVE LIMITED,14-Jul-20,3540 NOVALEA DR.,halifax,NS,B3K 3E8,N,AGRICULTURE
3246517,OFF THE HOOK COOPERATIVE LTD.,23-Jun-10,2705 Fern Lane,halifax,NS,B3K 4L3,P,FISH PRODUCTS
3058103,OIKOCREDIT CANADA ATLANTIC CO-OPERATIVE LIMITED,9-Jul-01,25 Graham Street,dartmouth,NS,B3A 3H9,N,INVESTMENT
1352231,OVO CO-OPERATIVE LIMITED,21-Nov-75,6155 Lawrence Street,halifax,NS,B3L 1J7,N,HOUSING
3094178,PATHWAYS HOUSING SERVICES CO-OPERATIVE LTD.,5-Oct-04,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,P,SERVICES
1548378,PRIVATEER HOUSING CO-OPERATIVE LIMITED,1-Dec-83,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
3323312,QUEENS OF THE GLAMAZON CO-OPERATIVE LIMITED,7-Dec-18,408- 960 BARRINGTON STREET,halifax,NS,B3H 2P7,N,SERVICES
1501024,ROCKY ROAD HOUSING CO-OPERATIVE LIMITED,11-Apr-83,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
1381982,ROGERS DRIVE HOUSING CO-OPERATIVE LTD.,20-Mar-81,"c/o Pathways Housing Services, 
PO Box 152 DMPS",dartmouth,NS,B2Y 3Y3,N,HOUSING
1445622,ROOFTOPS HOUSING CO-OPERATIVE LIMITED,6-May-82,PO BOX 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
3247429,SADUKE HOUSING CO-OPERATIVE LIMITED,1-Aug-10,"PO Box 152, DMPS",dartmouth,NS,B2Y 3Y3,N,HOUSING
1352453,SCOTSBURN CO-OPERATIVE SERVICES LIMITED,7-Jan-46,PO Box 1068,truro,NS,B2N 5B9,P,AGRICULTURE
3245765,SERVING SENIORS ALLIANCE COOPERATIVE LTD.,14-May-10,PO BOX 23184,dartmouth,NS,B3A 4S7,N,SERVICES
2245085,SSG SUPPORT SERVICES GROUP CO-OPERATIVE LTD.,15-Jun-93,82 TACOMA DR. SUITE 207,dartmouth,NS,B2W 3E5,N,SERVICES
3097408,SUNRISE TRAIL COMMUNITY DEVELOPMENT CO-OPERATIVE LIMITED,12-Jan-05,6250 WILLOW ST.,halifax,NS,B3L 1N9,N,INVESTMENT
3007845,TEAM WORK COOPERATIVE LIMITED,18-Apr-97,"501-7051 Bayers Rd
Suite M278",halifax,NS,B3L 2C1,N,WORKER LABOUR
1442474,THE APARTMENT HOUSING CO-OPERATIVE LIMITED,29-Oct-81,#8-10 Cherry Lane,halifax,NS,B3P 1Y8,N,HOUSING
3267060,THE BUS STOP THEATRE COOPERATIVE LTD.,18-Oct-12,2203 Gottingen Street,halifax,NS,B3K 3B5,N,SERVICES
3273128,THE COMMUNITY CARROT CO-OPERATIVE LIMITED,14-Jun-13,PO Box 730,halifax,NS,B3J 2V1,P,RETAIL CONSUMER PRODUCTS
3235926,THE DANDELION COMMUNITY INVESTMENT COOPERATIVE LIMITED,6-Apr-09,209 Main Street,wolfville,NS,B4P 1C3,P,INVESTMENT
3255104,THE LOADED LADLE halifax CO-OPERATIVE LTD.,7-Jun-11,B24-6136 UNIVERSITY AVENUE,halifax,NS,B3K 3R9,N,SERVICES
1416717,THE REGIONAL HOUSING CO-OPERATIVE LIMITED,6-Aug-81,BOX 3483,dartmouth,NS,B2W 5G3,N,HOUSING
1494160,THE TRILLIUM HOUSING CO-OPERATIVE LIMITED,22-Jun-83,66A VALKYRIE CRESCENT,dartmouth,NS,B2W 5B6,N,HOUSING
3237614,THERMALWISE GREEN BUILDING CO-OPERATIVE LIMITED,18-Jun-09,8-40 THORNHILL DRIVE,dartmouth,NS,B3B 1S1,P,WORKER LABOUR
3056188,TOTAL ESSENCE COACHING CO-OPERATIVE LIMITED,9-May-01,10 Roblea Drive,dartmouth,NS,B2W 1Y7,P,WORKER LABOUR
2108357,TRUE NORTH HOUSING CO-OPERATIVE LIMITED,18-Mar-92,"PO BOX 152, DMPS",dartmouth,NS,B2Y 3Y3,N,HOUSING
3215055,truro FARMERS' MARKET CO-OPERATIVE LIMITED,28-Mar-07,15 Young Street,truro,NS,B2N 3W3,N,AGRICULTURE
3045160,VIEWPOINT GALLERY CO-OPERATIVE LIMITED,5-Jun-00,109-1475 bedford HIGHWAY,bedford,NS,B4A 3Z5,N,CRAFT PRODUCTS
1398155,VIHARA HOUSING CO-OPERATIVE LIMITED,19-Feb-82,2531 Elm Street,halifax,NS,B3L 2Y5,N,HOUSING
1588452,WEST halifax HOUSING CO-OPERATIVE LIMITED,9-Jul-84,PO BOX 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
1352744,WESTMOOR 57 CO-OPERATIVE LIMITED,28-Jul-76,6895 COOK AVENUE,halifax,NS,B3L 2J9,N,HOUSING
3343530,WINTERGREEN HOUSING CO-OPERATIVE LIMITED,15-Dec-20,5803B CUNARD ST.,halifax,NS,B3K 1C9,N,HOUSING
3103778,wolfville FARMERS MARKET CO-OPERATIVE LIMITED,13-Jul-05,24 Elm Avenue,wolfville,NS,B4P 1Z9,N,AGRICULTURE
1352800,wolfville HABITAT COOPERATIVE LIMITED,30-Dec-75,"25 Post Road, Apt 105",wolfville,NS,B4P 2M8,N,HOUSING
1915636,WOODLAND ESTATES HOUSING CO-OPERATIVE LIMITED,23-Jan-89,PO Box 152 DMPS,dartmouth,NS,B2Y 3Y3,N,HOUSING
